text,immoral
e만 피하면 이긴다=일라는 모든 집중력을 e에만 써도 될정도로 자체스펙도 우수하고 못맞춰도 리스크가 매우 적다일라 E 못맞추면 촉수들이 안움직여서 E만 피하면 이긴다는건데니는 그냥 평생 아브실에 있어야할듯ㅇㅇ 일라 자체스펙이 좋아서 e에만 모든 신경을 써서 게임해도 된다는건데 니는 국어학원이나 다녀라 병신아 ㅋㅋㅋㅋ,
탱커 유전데 딜은 모르겠고 얘 포함 브루저가 탱템 올리는건 ntr 당하는 느낌임,
일라를 이기는 모데를 이기는 올라프를 이기는 세트를 이기는 볼베를 이기는 일라,
피지컬이 하는 사람 엄마만큼도 필요없는 챔,
얼건 블클 선체 삼신기뜬 일라오이 사이드에서 막을생각하니까 아찔하노,
얘는 라인전 개망해도 한타가서 3인궁 박으면 애들이 다 죽어있더라 ㅋㅋㅋ 개 억까챔프임 걍,
얼건브루저가 말이냐..,
구조적인 결함이 있는 챔프도 다단 기본체급 버프가 이루어지면 좆사기가 된다는 걸 알려준 챔프 아닐까 싶음. 딱히 바뀐 건 없는데 체급 버프 해주고 얼건이랑 블클이 좋게 바뀌니깐 챔프가 사기가 됐음.,
진지하게 개씹 오버밸런스 맞다근데 왜 너프를 안쳐먹냐?,
이새끼 고정밴하는데 인생이 그냥 너무편함다른 탑챔들은 못해서 킬이 나오는데 이새끼는 시발 내가 잘해도 내가따여 궁을 씹었는데 e끌렸다고 지는게 야발 말이되냐고,
아무리 잘크고 사이드에서 아무도 못막는다 해도 씨발 집밀리면 좀 오라고 쌍부랄 터져나가는데 억제기미는게 말이 됨?니같으면 쌍둥이포탑 뜯길정도로 밑에 터졌는데 합루해주고 싶겠냐.,
아무리 잘크고 사이드에서 아무도 못막는다 해도 씨발 집밀리면 좀 오라고 쌍부랄 터져나가는데 억제기미는게 말이 됨?,
다쳐맞고 WER쓰면 1ㄷ1은 다 이기는데자기 주제를 모름다리우스랑 비슷하게대부분 자기 원래 티어보다 높은 데 와 있음,
개씹사기챔은 맞는데 맨날 갱으로  날먹해서 탑의 전사들을 정신병들게 하는 뽀삐.다이애나.리신.카직스 때문에 일라오이라는 챔프는 꼭 있어야 할듯.안그러면 탑은 그냥 정글이 킬 먹고 싶을 때 오는 라인이 되어버리는 거나 다름없음.,
이거들고 라인전 지는놈들 부모손목잘라야함,
이 씨발년은 잘크던 못크던 e만끌면 상대 성장상태가 어떻던 이기는게 개좆같음,
"일라원챔인데 나도 개좆사기인거 인정함 이새끼 카운터가 없음 원거리도 베인이나 바루스말고는 일라 못이김 칼리스타는 쓰지도않고 드븐은 얼건뜰때까지 미니언은 없다 생각하고 버티면 일라가 이김 근거리는 요릭,가렌말고는 일라못이김 이점 이용해서 베인,바루스,요릭,가렌 다 안나오는 미드가서 라인전 개꿀빨면됨 미드챔중에 일라카운터 한새끼도 없다",
"최체 퍼뎀을 입히는 주문검 돌진기를 4초마다 쓰며 맞추면 피흡을하는 미니언대상 피해량감소도 없는 넓은범위 피해 스킬을 갖고 근거리새끼가 E로 포탑바깥쪽에서 혼자서 풀피다이브를칠수 있게 만들어주는 스킬을 갖고있으면서 스킬쿨은 ㅈㄴ빨리도니까 탱템을 올려도 딜을 너무 잘넣어서 문제. W,E 스킬쿨 전구간 4초 증가시키던가 피흡을 아얘 없애던가 무슨 탱커 피오라를 만들어 놨네 ㅋㅋ",
이 시발련 나오고 기분좋게 모데를 뽑았죠 근데 일라가 사리고 집을 갔다오는거에요 수은사온걸 보고 저는 울었죠,
[전체] 일라오이 : 정글님 갱좀,
ㄹㅇ 구라가 아니라 이새기 단점은 뚜벅이인거 빼고 없음 ㅋㅋㅋㅋㅋㅅㅂ,
이새기 원거리한테 약하다는것도 옛말임. 날먹의 악마는 아마 카타가 아니라 이새기 아닐까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 모데나 요릭 같은 소수의 카운터 아니면 탱이나 브루저로 이새기 이기기 불가능에 가까움 ㅋㅋ,
"ㅈ같긴해도 대사보면 좀 간지남.""두려움따윌 안고살기엔 인생은 너무 짧다""""삶은 투쟁의 연속이다.""""자족은 금물이다. 이 세상은 우리가 꿈을 쫓길 바라니까""""바다는 잔잔하다. 우리의 욕망이 파동을 일으킬 뿐.""""변화가 없이는, 우리 안에 잠재된 것이 깨어나기 어렵다.""현타 안오니",
e안맞으면 이김=제드 q피하면 딜 없음블츠 그랩피하면 개쓰레기임나피리 q2타 피하면 딜안나옴,
e허공에날리고 궁w평w ㅇㅈㄹ하면이김,
얘 상대법 중 하나가 E끌리거나 궁쓰면 잠깐 빠졌다가 지속시간 끝나면 다시 달라붙어서 싸우면 된다 그러는데애초에 그 짓거리 하면서까지 얘 상대한다는게 시간도 ㅈㄴ 버리고 팀적으로 개손해임,
얘로 라인전 개바르고 2차까지 민다음에 합류하면 우리바텀은3차까지 밀려있고 상대원딜은 쿼드라 함,
티모를 뽑아서 혼내줍시다,
솔직히 사기챔 맞긴함 카운터도 적은편이고 라인전 한타 사이드 후반 다 되고 조작 난이도도 최하위임 e끌고 스킬 우겨넣으면 되고e도 판정 좋은편이던데,
"일라오이를 이길수 있는챔가렌,원거리챔프,유사원거리(시발트록스),그웬,요릭일라가 이길수 있는챔대부분 브루저,탱커손싸움모데,피오라,다리,갱플아트록스로 라인전으로는 동실력이면 일라 절대못이기고원거리챔프는 베인,바루스,드븐 아니면 일라 못이기고 티모,칼리는 손싸움임 피오라는 손싸움해도 거의 일라가 이김",
파일럿 실력<<<<<<<<<<<<<<<촉수 인공지능,
ㅈ망해도 q에 피 사르르 쳐녹는게 말이되냐 시발,
요즘 일라오이 벤하는데 이거 제일 큰 장점이 일라 원챔으로 올라온 놈들은 일라 벤당하면 진짜 티어 색이 변할 정도로 못해서 4대5 게임하는 느낌임 성공 확률은 낮은데 성공했을 때 리턴이 미쳤음,
일라할 때 상대 요릭 나오면 진짜 개같음,
크아..,
아군탑에 얘있으면 그렇게 든든할수가없음ㅋㅋ그냥 미드랑 바텀겜하면됨 개처말린다해도 스플릿 꾸역꾸역해서 다대1해가지고 하나는 무조건 데려감ㅋㅋㅋㅋㅋ,
상성들고오면 비벼지고 한타때 더 좋은 챔피언 하면 되는데 굳이굳이 일라한테 약한 근접 브루저 가지고 쳐 죽으면서 이런 팁들 남기면 무슨 느낌임? 일라 팁창만 보면 애새끼들이 징징거리느라 팁이 하나도 없음,
말도안되게 쉽고 쌘대 못생겨서 비교적 픽률 떨어지는듯 럭스는 구린대도 픽률 높은데,
"얘 ㅈ같은 사람들은 탑아이번하셈e슬로우, 궁슬로우, 라일라이땜에 죽어도 못잡음나도 일라오이할때 아이번 ㅈ밥으로 보고 덤볐다가 30초동안 농락당하다 죽음",
E 맞추는거만 좀 신경쓰면 진짜 너무 좋은 챔프인듯,
걍 이새끼 조금만 바꾸고 패치하는 방법은 가장 문제인 E를 조정해야 한다. 아무리 못 커도 e만 맞추면 이기는 챔이니까 E쿨 전구간 6초를 늘린다던지 판정을 너프하던지 해야 됨. e 하나만 맞으면 피 반 이상이 날아가거나 맞다이 발리는데 못 맞췄을 때 리스크가 딱히 없음. 마나를 대폭 늘리는 것도 좋을 것 같네,
1티어 챔은 죄다 쌈싸먹으면서 가렌 요릭 케넨 같은 새끼들한테 쩔쩔매는 강강 중강약 약강 챔..,
그웬 ㅈ구려서 못쓰는데 일라나오면 기분좋게뽑음 질수가없음,
"상대 탑,정글,미드 싹다 근접챔이면 침 질질 흘리는 일라유저면 개추 ㅋㅋ",
탑답게 싸우는 근본챔들의 안티챔임얘를 이기려면 싸우지말고 후반바라보거나 더티파밍하거나 원거리로 줘패거나임근데 이거 자체가 정석적인 탑챔과는 거리가 멀지난 탑에서 진득한 싸움을 하고싶은데 얘를 만나면 상대하는거랑 별개로 진짜 재미가 없음상대법? 인식하면 쉬운거 맞음 이새끼 상대법이 쉽기는 ㅋㅋㅋ 천상계 라인전 강챔 유저들도 일라오이 ㅈㄴ개 어려워 하고 조심해하는데 ㅋㅋㅋ 후반 바라보거나 원거리로 줘패는 건 특정 챔피언들만 가능한 거고 이새끼는 진짜 라인전부터 후반 스플릿까지 실수 한 번이라도 하면 못 이기는 새끼라 상대하기 ㅈㄴ 어려운 놈임. 그리고 후반 가도 어지간한 탑 강챔이 아닌 이상 스플릿에서 막기가 ㅈㄴ 어려움. 막으려면 무조건 탑챔이 막아야 하고 잘 컸던 못 컸던 탑챔 아니면 원딜 포함 3명은 있어야 막음. 이런 강점만으로 스플릿 운영이 미친듯이 쉬워짐. 얘 하나만으로 상대 인원 분배가 ㅈㄴ 쉬워지고 상대 탑은 본인이 잘 컸더라도 한 번의 긴장을 놓치면 바로 훅 가서 피로감이 ㅈㄴ 큼. 근데 또 피오라랑 달리 한타도 좋은 놈임. 상대가 다 팔긴 애들 아니면 근접전에서 싸울 텐데 임마 순식간에 녹이는 게 아닌 이상 촉수에 제대로 꽂히기 시작하면 앞라인 녹는 거 순식간이라 한타에서 마저도 좋음. 이런 게 가능한 이유가 비정상적인 맞다이 능력에서 오는데 이게 대처가 쉬운 것도 아니고 말고 안 되는 이 능력은 제한할 필요가 있음. 너프를 하던 조정을 하던 챔프를 바꿔야 함.,
이새77ㅣ는 너프던 뭐던 챔프를 조정할 필요가 있음. 뭔 챔프가 5킬 따여도 e 하나 맞췄다고 맞다이를 이기노 ㅋㅋㅋㅋㅋ라인전에서 킬 ㅈㄴ 따도 맞다이 뜰 때 맞는 거 하나만으로 맞다이 짐. 울팀 레넥이 임마 ㅈㄴ 따서 1코 반차이에 3렙차였는데 딱ㄷ e 하나 맞으니까 맞딜 지더라 ㅋㅋㅋㅋ,
전남친 좀 말려봐요 씨발,
요즘 일라오이 벤하는데 이거 제일 큰 장점이 일라 원챔으로 올라온 놈들은 일라 벤당하면 진짜 티어 색이 변할 정도로 못해서 4대5 게임하는 느낌임 성공 확률은 낮은데 성공했을 때 리턴이 미쳤음나 저격하네..일라에코투챔인데 일라밴당하면 ㄹㅇ할게없음 탑에 에코들고가기엔 체급이 너무 안좋아서 별로고저번에 일라밴당해서 잭스 해봤는데 090박고 부모님안부털리고 겜짐,
일라오이 내가볼땐 미드로 가는게 훨씬 좋음탑엔 일라오이 카운터들이 많이 올라오는데 미드챔중엔 일라오이 이길수있는게 아무도없음 탑에선 신중하게 e각 보면서 싸워야되는데 미드가니까 그냥 무지성으로 w로 붙고 e쓰면 상대 빈사상태임 애들도 다 물몸이라 다이브각도 탑보다 훨씬 많이나오고 또 미드타워간 거리도 짧아서 포탑 밀기도 쉬움타워밀다 정글오면 걍 싸우면 이김 상대 바텀까지올라와야 잡을수있음 미드정글만으로는 일라 못이김,
진짜 피곤한 챔피언이네,
일라오이 카운터픽을 뭘 뽑아야될지 모르겠음 상위 티어는 통계가 없고 골드+는 가렌 레넥톤인데 얘네가 일라오이를 이기나...?,
그들만의 E안맞으면 이김 : 근접에서 노틸러스 그랩 피하기노틸은 너무갔다,
바로 아래에 있는 어리석은 녀석... 난 미드요릭을 하고 있다구?,
"ㅈ같긴해도 대사보면 좀 간지남.""두려움따윌 안고살기엔 인생은 너무 짧다""""삶은 투쟁의 연속이다.""""자족은 금물이다. 이 세상은 우리가 꿈을 쫓길 바라니까""""바다는 잔잔하다. 우리의 욕망이 파동을 일으킬 뿐.""""변화가 없이는, 우리 안에 잠재된 것이 깨어나기 어렵다.""",
상대법 정리라인을 최대한 민다 : 라인을 밀어서 상대 타워에 넣었을 때 아군 미니언때문에 일라가 e맞추기 어려워짐. 일라가 뒤지게쎈건 맞지만 6렙전까진 일단 라인을 밀면서 압박하는게 맞음. 라인이 당겨지는 순간 일라한테 포탑다이브 각을 줄 수도 있음.팀원위주로 겜한다 : 알다시피 ㅈㄴ못커도 스플릿 하나만으로 인생 펼 수 있는 챔프임. 초반엔 딜교는 알아서 해놓고 라인밀고 정글 카정도 들어가주고 교전도 하면서 얘 나머지 팀이 썩게만들어야됨. 스플릿하러 왔을때 맞라인 서는건 무리임.,
일라할거면 모데는 무조건 필밴임. 일라가 모데 이기는 유일한 타이밍이 일라는 궁있고 모데는 궁 없을때 밖에 없음. 나머지는 일라가 아무리 딸피 만들고 궁켜도 모데 궁쓰면 촉수 다 사라져서 암것도 못함.,
일라 쉴드치는 새ㄲ1들브루저중에 얼건가고도 딜 이따구로 처 나오는 챔프있음 말해봐라. 방마저계수도 없는 일라오이가 이런 컨셉으로 나온 크산테보다 딜이 잘 나오면 양심상 약코는 하지 말아야지 ㅋㅋ장판슬로우로 확정으로 E 맞추면서 E판정 어쩌구저쩌구~일라오이너프당하면 티어 색깔변하니까 아주 이를 악물어요.어쩌자는건데 그럼 신파가면 재정신 아니라 지랄 트포가는에들은 진짜 뇌에 문제잇는 에들이고 얼건가니까 방마저 게수 없는 새끼가 딜나온다고 지랄 지가 라인전 ㅈ발리고 여기와서 얼건 사기사기 하고잇노 반대로 보면 방마저 게수가 없다는건 w 딜은 ㅈ도 안나온다는거고 얘 딜이 궁이랑 e가 전부인 새끼인데 왜 얼건한테 지랄이노 가렌도 얼건 슬로우로 e 확정적으로 맞출수잇다고 욕하지그냐,
상대 조합:탑 가렌 정글 렉사이 미드 제드 원딜 닐라 서폿 블츠 아 ㅋㅋ 일라유저 행복사,
6렙 이후 쿨감달린 하위템 하나둘 사오면 게임 장르가 바뀜 10 몇초마다 라인전 승패를 가지고 동전던지기 도박을 하는거임끌었다! 일라가 이김피했다! 상대가 이김,
일라오이는 일단 싸우기전에 촉수 작업 해놔야 하는데 그거부터 고역임 사거리긴 원딜이 톡톡 치면 다 사라지고그리고 얼건하면 e가 확정이라는데 상대한테 다가가서 w로 슬로우 걸고 e 쓰고 w쿨 기다렸다 궁쓰고 그 시간이 너무 오래걸림이미 뚜둘겨 맞고 이미 죽어있음버프해라 일라오이,
"일라오이 개구데기라 버프좀 해줘야함E,Q 속도 버프랑 R 저지불가 판정도 좀 늘려줘야 그나마 쓸만하지 지금은 뭐 쓰라는건지 말라는건지 더 버 프 해",
이새끼 싫으면 밴을 처 하면 되는데 아깝다고 안하는 새기들은 뭐냐,
"일라오이를 이길수 있는챔가렌,원거리챔프,유사원거리(시발트록스),그웬,요릭일라가 이길수 있는챔대부분 브루저,탱커손싸움모데,피오라,다리,갱플",
ㅋㅋ 어차피 너네 브실골들플다딱이들이 아무리 너프해라해도 너프 먹을 일 절대없다걍 챔프가 아무리 체급이 좋아도 구조적인 문제가 ㅈㄴ 커서 상위 구간에서도 막픽 아니면 절대 못쓸 성능이라 걍 너프 안됨좀 있으면 내구도 패치 된다는데 패치되면 무조건 일라한테는 버프니까 걍 우리 브실골 친구들은 일라 연습이나 하자,
이새끼 상대법 몰라서 질질 짜는애들 볼때마다 웃기노 ㅋㅋ,
"ㅋㅋㅋㅋㅋ 옵지 브실골플다딱이들 모아놓은 커뮤라 일라가 사기라느니 진짜 어지럽다일라오이 그냥 챔프 구조적인 한계만 이해하면 ㅈㄴ 쉬운데이동기라곤 w의 짧은 도약 평타, 스킬 모션은 보고도 다 반응 가능할 정도로 느리고 초반 라인전 최약체, 짧은 사거리까지심지어 카운터도 너무 많음아크샨 카시오페아 라이즈 나르 모데카이저 요릭 등등 조금 비주류 느낌인 챔이 많긴하지만 모데카이저 요릭은 누구나 쉽게 뽑을만한 픽인데 하지도 않고 카운터픽이 아니면 초반에 이득을 최대한 봐야하는데 저티어는 초반 일라는 e끌어도 맞딜 개발리는 똥캐인데도 쫄아서 이득도 보려 안해걍 일라 ㅈ사기라고 징징거리기전에 스킬셋이나 읽어보셈안좋은 픽은 아니지만 절대 사기챔은 아님",
진짜 럭스도 그렇고 얘도 그렇고 ㅈㄴ예쁘다고 티어 높은거 좀 꼬움 아니 외모 보고 하지 말라니까 애들아,
렉사이 꿀빌드정복자-승전보-전설 강인함-최후의일격보조룬 결의 아니면 영감QEW선마티아맷-삼위일체-거대한 히드라-블클 그뒤로는 상황봐서렉사이한테 삼위일체가 잘맞는데 하위템이 안좋아서티아맷으로 때우고거드라로 체급 강화E고정딜도 먼가먼가 잘나오고패치로 Q도 쿨 짧아져서 트포 주문검 계속 돌릴수 있음,
브라이어 검열하지말고 얘부터 검열하셈.,
q스킬까지 칼질했는데도 건재하신 여왕님진정한 여왕은 너프 따위에 굴복하지 않는다.아름다우십니다 여왕님!!,
솔직히 미모는 렉사이 눈나가 최고이긴함 ㄹㅇ,
이쁘다고 성능을 가리네 ㅅㅂ렴,
얘가 암컷이라는 병맛기믹이 없었다면 얼마나 많은 욕을 먹고있을까 ㅋㅋ,
개사기챔인데 이쁘니까 봐줌,
얼마나 날먹이면 1티어 1등을 놓치를 않노,
예쁨,
외모드립 뇌절인데 언제까지 쳐우려먹을생각임?관심받고 싶어서 그러는거임 ㅋㅋ,
"의외로 욕 안먹는 이유1. 장인챔이라는 인식브실골에서는 하면 오히려 무서워 해야함, ad니달리 느낌2. 앞이 안보임사실 콤보도 쉽고 스킬도 단순한데 앞이 안보여서진입장벽이 외국어 공부급임, 그나마 적응하면 쉬움",
1티어만 거의 한달째인거같은 기분인데 팁창에 욕은 별로없음,
여긴 분명 1티어 팁창인데 왜 렉사이 숭배 강코 외모칭찬밖에 없나요?,
존나쎔,
승률 이정도 나올정도로 사기임? 잘 안나와서 어느정도인지 모르겠네,
외모드립 뇌절인데 언제까지 쳐우려먹을생각임?,
왕권이 강력하네,
여왕님 제발 숨으세요...,
건----재,
걍 롤백을 시켜 롤백 해도 인식때문에 쓰일것같은데 롤백  싫어해가지고ㅉ,
죽질 않네 ㅋㅋㅋㅋㅋ,
Q기본데미지 삭제 ㅋㅋㅋㅋ 이제 진짜 초반에는 평캔 용도 그 이상 그 이하도 아닌 스킬이구나? ㅋㅋㅋ,
너프한번더먹었다 이제 관짝갈시간이야 ㅂㅇ,
이새끼 에어본 삭제시키고 고정딜 삭제시키고 궁 대상 지정불가 삭제시켜라,
아 제발 관짝만 아니면 좋겠다....,
내 귀에 도청장치가 있다!!!!,
결혼하고싶음,
카직스 1:1 뚝배기 깨는거 맞는데?,
원래 얘도 장인챔이라 하는 사람보면 갱각 존나 잘보고 뇌지컬 좋던데 요즘 좋다고 표독한 개백정들이 잡아서 더럽혀짐..,
아니 카운터 명단에 카서스 밖에 없네 ㅋㅋㅋㅋ,
진짜 궁금해서 e621에서 쳐봤는데 나옴 여러분도 한번 렉카스 맛보세요,
곱등이같음,
이새기 머 갱킹이고 나발이고 지금 그냥 쥰내 쎔. 카직스 1:1 뚝배기 깰 정도임그건좀;;;,
여기가 렉사이 여왕님 외모를 찬양하면 인기팁 간다는 곳인가요?,
아이번 지금 13.17패치 하고 나서 팀원하고 용치지 않는 이상 용 못챙김용 둥지 안에서 용치는데 인내심 게이지 떨어짐 심지어 게이지 다 떨어지면 피도 다시참그래서 이 버그땜에 플레2로 떨굼,
정글의 패시브에 서폿과 암살자의 스킬셋이 합쳐져 만들어진 돼지도 거르는 음식물 쓰레기,
이새끼 아무도 스킬셋을 몰라서 지금 하면 승률 잘나옴근데 ㅈ노잼에 븅신같음,
진짜 이전 시절에는 아이번 리쉬해준답시고 블루 자리이탈시켜서 정글링 방해하는 놈들E보호막 씌워주려고 가는데 아이번 스킬을 몰라서 스킬 사거리 안주는 놈들벼러별 버러지들 많았는데 이제는 안그러니 참 다행임.,
데이지랑 티버랑 맞짱뜨면 누가이김?지나가던 요릭 마녀,
데이지 몸 ㅈㄴ 약해져서 찡찡 대려고 로그인 하니까 왜 4티어 바닥에서 3티어 와있냐,
꽤 오래가네,
힘좀 내봐라...,
ㅇㅇ 패치하고 용 못 먹음 전령은 시도도 안 해봤다; 개노답패치 해놨네 ;;;,
얘 하는데 원딜 잘크면 질 수가 없음 쉴드가 무한이여서 안죽음 ㅇㅇ,
점점 더...내려가는데,
에메랄드1 에서 아이번 너프먹고 안썻는데 이번에 다시 써보니까 다이아 바로 가고 승률도 괜찮은거 보면 전에 플레이에서 조금만 더 소극적으로 바꾸면 아직 좋은거 같긴한데,
아이번 유저들=이 시대의 진정한 성인군자,
살려줘 ㅅㅂ,
아이오니아 소속인 줄 첨 알았네,
데이지 쿨 45초는 진짜 뼈아프다.. 예전처럼 항상 꺼내놓고 다니기 어려움,
ㄴ모든 소환수중에 데이지가 제일 세요 티버 요릭 마녀 등등,
그래... 안정기구나...이정도면 된거야... 이정도면...,
이새끼 옛날에는 돌거북 먹으면 속에 있는 돈은 안줬었음,
너프먹는건 당연할 정도로 사기긴했다만 정도가 넘 심한거아니냐... 꿀빨던놈들 다 떨어지고 원챔 장인들만 남았는데 승률이 49%면 완전히 나락간거네,
티버가 압도적 승,
하 시발 지속시간 45초는 진짜 아니잖아 이건 진짜 아니야... 딴건 다 이해해도 이건 진짜 이해못해...,
병신,
칼리스타:이겨야한다.. 딸깍딸깍딸깍딸깍딸깍나서스: ㅋㅋㅋ w딸깍,
진짜 개병신챔ㅋㅋ,
칼리 선픽했는데 서폿이 유미하면 유미 부모님 샤라웃해줘도 리폿 면제 해줘야 됨,
얘 w스킬 보면볼수록왜 원딜이 이스킬을 들고 있는지 궁금해짐,
예쁘다.,
얘 한판 할 손목으로 진 10판은 할듯,
애는  진짜  한결같이  병신 챔으로 만드네,
제발 e스킬에 처형피라도 붙여줘라,
원딜 칼리는 버프해도 탑칼리는 너프해라(?),
앞령질주뒷플한국어얘도 그냥 나보리 가면 안되는거임?E계속 돌텐데 슬로우 꾸준히 박으면서칼리스타는 e는 터트리면 0.5초정도 정지함그리고 칼리스타는 마나통이 진짜 개조루임 그래서 e를 많이 쓰기힘듬그렇다고 침착들고 승전보나 과다치유를 들지않으면 한번 물렸을떄 팀원이 케어해줘도 한턴 살각이안보임 뒤지기 쉽상 그리고 공속이 없어서 느릿느릿함 구인수는 3대 마다 1개씩 추가로 온힛+방관이라 초반에 빨리굴려야하는 칼리랑 잘맞음,
얘도 그냥 나보리 가면 안되는거임?E계속 돌텐데 슬로우 꾸준히 박으면서,
얘 e는 아크샨 궁 마냥 미니언 챔피언 구조믈이 대신 맞아준다거나 하는  변수가 안 생기고언제 뽑을지 예고도 안 되는데처형표시뜨면 밸런스 안맞음,
얘하면서 계속 느끼는건데 e언제 써야 상대 죽는지좀 보였음 좋겠음아크샨 궁처럼절때 안됨 안그래도 난이도있는 챔피언이고 E 죽는 표시 안뜨는게 숙련도를좌우하는데 E 킬표시같은거 생기면 날먹챔 ㅈㄴ쉽다고 억까할꺼잖아,
롤체마냥 바꾸면 1티어ㄱㄴ,
브실에서 얘 픽하고 잘하는 얘 거의 본적이 없다 특히 탑,
얘하면서 계속 느끼는건데 e언제 써야 상대 죽는지좀 보였음 좋겠음아크샨 궁처럼초가스 궁도 옛날이 처형피 안떳는데 칼리도 나중에 바꿔줄듯,
얘 관문타고 튀길래 쫓아갔더니 17/2/7 제드있더라,
아이폰 pro 카메라,
탑 집공바드 이거 곧 뜹니다,
그검 너프 전에는 그검도 참 많이 갔었는데,
아니 라인전좀 처 하라고 시발,
자기가 홍대병이 있다 싶으면 얘 하면 됨 템트리든 플레이 방식이든 룬이든 보는 사람마다 다 다름,
템트리가 존나 다양함바드하는애 만났는데 갑주 만년서리 우추 밤수 이렇게 가더라,
메인룬 또 바꼈다수호자 -> 기발다음 메인룬은 또 뭐로 바뀔까? 봉풀주?,
아레나 꿀잼성능캔데 아무도 안 함 ㅋㅋ,
피젯스피너,
케틀이 담 패치에 얼마나 올라올지는 모르겠는데 케틀 올라오는 만큼 얘도 올라갈듯,
정석 템트리가 없어서 뭘 가도 딱히 욕은 안먹음 물론 지면 욕먹음우리팀 바드는 룬은 칼날비에 템은 루덴 내셔 가던데,
아레나 실버증강체중 명상증강체 먹고 궁+명상키면 존야상태로 피 참 버근지 의도된건진 모르겠지만 실버증강에서 뜨면 집을만한듯,
롤체에서 한번도 못봤으면 개추ㅋㅋ,
Q힐주는데 도망가지 말라고 개자식들아,
근데 이제 얘도 너프좀 시켜야하지 않나 몇달동안 혼자 해먹는데,
눈깔 왜저렇게 뜨고있냐 ㅋㅋ,
너프해야할 성능이긴한데 내구성 패치 때문에 대회 루즈해진다는 의견 많았음 거기에 라칸같은 이니쉬챔프 너프까지 더해지면 진짜 노잼될꺼 뻔해서 의도적으로 너프 안 하고있는거일 수 도 있음 롤드컵 패치 끝나면 너프 먹을 수는 있겠다,
이 샊끼 눈깔 제이스랑 똑같은데?성우도 똑같음,
"1. 룬은 수호자 > 빙결강화 > 봉풀주 순으로 라인전 안전하고 역순으로 라인전 이후 기대치가 높음2. Q는 무조건 3개까지만 우선적으로 찍어라 그럼 9초마다 Q 맞추면 원딜이랑 총 체력 186(고대 유물방패만 있을때)씩 회복하는 좀비 탄생 (포션이 15초에 120 회복)3. 유리거울 뜨면 (슈렐 하위템) 최소 버티기는 보장이라 적당히 상대랑 원딜 봐가면서 유동적으로 플레이 하면 됨. 4.라인전 강캐 vs 후반 강캐 구도면 Q짤만 넣어서 라인전 버티고 할만한 구도면 견제로 우린 풀피로 만들고 상대는 조금씩 갉아먹어도 좋음. 5. 라칸은 이니시도 최상급이지만 받아치기, 원딜 지키기도 매우 좋다.6. 서포터라 당연하지만 왠만해선 혼자다니지 말자. 혼자 다닐 상황이라면 각별히 조심하자.라칸이 라인전이 약한건 맞는데 Q3랩 찍거나 유리거울 뜨면 어떤 구도든 할만함. 그리고 초반 3렙까지 구간만 사고 없이 넘기면 50%는 라인전 성공임",
서폿유저로서 얘한테 너무 고마움. 내생에 첨으로 다이아 찍게 해줌그리고 켈린이 서포터 첫 솔랭 1위 찍을때도 얘가 모1에 승률 70넘던데 역대급 서폿 꿀챔인듯,
미친 전성기 얼건죽무 이즈리얼 급이잖아 지표가,
진짜 사기다,
씹밀은 처음부터 협곡파괴햇는데 씹밀이랑 비교를떄리네 미쳣음?,
이 샊끼 눈깔 제이스랑 똑같은데?,
그냥 딱 서폿계에 카밀임다재다능한 하위호환 취급이였다가 직/간접 버프 받고 카운터들 죽으니깐 날아다니는거.,
존야는 딴거 다 제쳐두고 그냥 비쌈정 필요하면 초시계키트로 한번 쓰고 버리는게 맞음,
"분명 좋은데, 우리팀 서폿은 왜 항상 럭스나 유미를하는걸까",
헬메 미덕 구원이 진짜 개사기 밸류긴하다 ㅋㅋ,
노틸 세라핀 궁을 한콤보에 갖다박는 ㅅㅋ…인데 노틸마냥 단단하지도 않고 세라핀처럼 원거리도 아니라서 cc기 맞으면 죽는거고 진짜 W만 쓰고 빼야되는 일도 있음,
“존나 묵직하노”,
라칸 왈: e거리 좀 주라고,
지금 광휘의 미덕가면 승률 더 잘나옴광휘+기맹+증사 가서 탱커역할하면서 원딜만 지키니까 쉽게 이기는듯대신 재미는 없어서 슈렐 자주씀 !,
해봤는데 블츠 상대로 진짜 편함,
E 거리 달라고 도망가게,
라인전 할때 얘한테 q맞으면 진짜 기분 나쁨..,
지금 대회도 사기고 솔랭도 op 티어인데 왜 너프 안당하냐,
개인적으로 서폿중에서는 제일 재밌음,
꼭 라칸 하면 원딜놈들 q는 힐 안 받으려 도망가고w는 맞추면 호응 안하고e는 거리 안 주고궁은 우와 이쁘다 히히 이러고 있음,
라칸은 왜 존야 안감? 괜찮을 거 같은데 통계가 별로 없네일단 가격 자체가 서폿이 쓰기엔 너무 비싸기도 하고E스킬때문에 이니쉬 걸고 빼기도 좋아서 존야 써서 살 상황이면 대부분 e만 써도 살만한 상황이라 그럴듯,
미드에 쓰는놈은 뭐임,
라칸은 왜 존야 안감? 괜찮을 거 같은데 통계가 별로 없네,
Q 힐량 거의 2배로 버프된 이후로 쭉 최상위권 서폿 자리 가져가네,
"상대가 ( 노틸 , 쓰레쉬 ) 같은 그랩류면 수호자에 결의 까지 고려해서 드는게 맞고 상대 조합에 cc기까지 고려해서 한타때 생존 가능하면 빙결룬 채용합니다.",
